"X,Y"
"В сегодняшнем обзоре мы поговорим о том как правильно ревью кода и как это влияет на качество продукта.,Программирование; Совершенный код; Проектирование и рефакторинг; Отладка; "
"В сегодняшнем обзоре мы рассмотрим два метода отладки в контейнерной среде – отладку на удаленном сервере и отладку в Visual Studio Code.,Виртуализация; Отладка; "
"В сегодняшнем уроке мы рассмотрим как исправить ошибку которая произошла в одном из классов.NET Framework.,логирование; исключение; обработка ошибок; Программирование; Отладка; "
"Ошибки в JavaScript и Node.js — это неожиданные ошибки которые приводят к сбою или неожиданному поведению программы. В этой статье мы рассмотрим четыре шаблона позволяющие обнаружить и обработать потенциальные ошибки в коде до развёртывания.,ошибки; ошибки в коде; ошибки программистов; руководство; руководство для новичков; Программирование; Отладка; "
"В Python появился новый оператор match/case который упрощает жизнь разработчикам принимая на себя работу с проверкой типов данных или принадлежностью определенному классу. В данной статье я хотел бы осветить тему производительности оператора match/case и сравнить его с обычным if/else.,сравнение операторов; Высокая производительность; Программирование; Клиентская оптимизация; Отладка; "
"В статье «Точка останова с условием» мы рассмотрим как можно приостановить выполнение кода в случае если в тексте задачи содержится слово «turtle».,отладка; отладчик; инструменты разработчика; точки останова; Разработка веб-сайтов; Отладка; Браузеры; "
"На Хабре прошел онлайн-митап по тестированию в котором спикеры из Badoo Skillbox Почтатех и SuperJob рассказали о своем опыте перехода от ручного тестирования к автоматизации рассказали о подходах к стабилизации тестов для мобильных приложений и многом другом.,тестирование; тестирование веб-приложений; тестирование по; тестирование сайтов; автоматизация тестирования; Отладка; Тестирование веб-сервисов; "
"В сегодняшнем обзоре я расскажу о том как использовать Си в качестве промежуточного языка для создания высокоуровневой программы.,отладка; ненормальное программирование; Отладка; "
"В предыдущей статье мы выяснили как отладить стек вызовов в приложении. В этот раз мы будем чинить удаление задач из списка дел.,отладка; отладчик; инструменты разработчика; стек вызовов; Разработка веб-сайтов; Отладка; Браузеры; "
"В жизни каждого инженера может произойти ситуация когда процесс его приложения «завис» и не выполняет ту работу которую должен. Для этого можно снять дамп и проанализировать его.,Отладка; "
"В сегодняшнем мануале я расскажу о динамической загрузке файлов ELF x86. В частности мы рассмотрим как выполняется линковка с каждой программой а также расскажут как устранять проблемы возникающие в программе еще до запуска main.,ассемблер; отладка программ; Отладка; "
"В сегодняшнем уроке мы рассмотрим как в отладчике работает функция addTodo которая превращает текст в объект с данными.,отладка; отладчик; инструменты разработчика; точки останова; Разработка веб-сайтов; Отладка; Браузеры; "
"В сегодняшнем обзоре я расскажу о том как отладить Chrome DevTools.,Отладка; "
"В сегодняшнем обзоре я расскажу о том что произошло с моим SQL сервером за последние несколько месяцев.,баг; оптимизация; память; таблицы данных; Программирование; Отладка; "
"В сегодняшнем обзоре я расскажу о том как отлаживать JavaScript в Firefox DevTools. Я не призываю менять Chrome на Firefox. Я хочу чтобы мы перестали списывать Firefox со счетов. Если вы пользуетесь Chrome поддержите его конкурентов ради самого Chrome.,отладка; отладчик; инструменты разработчика; Разработка веб-сайтов; Отладка; Браузеры; "
"Российский разработчик программного обеспечения для тестирования и наладки устройств и сетей на базе MODBUS представил вниманию читателей новый терминал для работы с COM-портами который возможно многим придётся по душе.,Терминал; Отладка; Промышленное программирование; Программирование микроконтроллеров; Производство и разработка электроники; Софт; "
"Спустя несколько лет после того как я вызвал 100%-загрузку CPU в виртуальной машине я попытался выяснить кто виноват в нештатной загрузке CPU.,баги; отладка; Отладка; "
"В сегодняшнем посте я расскажу о том как правильно настроить отладчик для VSCode чтобы вы могли дебажить код прямо в редакторе не используя Webpack и sourcemaps.,отладка; Отладка; "
"В преддверии новогодних праздников я решил поделиться своим опытом ускорения работы одного сайта на WP + WooCommerce.,оптимизация сайта; оптимизация кода; Серверная оптимизация; Отладка; Тестирование веб-сервисов; "
"В преддверии выступления на HolyJS'21 я расскажу вам о том как я лечу посттравматическое стрессовое расстройство после генерации сорсмапов.,Разработка веб-сайтов; Отладка; "
"В сегодняшнем обзоре я расскажу о том как установить резидентную базу данных Tarantool.,Системное администрирование; "
"В преддверии конференции SaintHighload++ 2021 я расскажу о том как заложить в распределенную систему возможность масштабирования.,Высокая производительность; Администрирование баз данных; "
"В сегодняшнем обзоре мы рассмотрим как можно реализовать систему уведомлений о событиях в очереди а также рассмотрим способы создания «резинового» буфера.,очереди; внутреннее устройство; способы; Алгоритмы; "
"В команде разработки платформы Tarantool мы поставили перед собой задачу — поддержать процессоры M1 от Apple.,процессоры; Высокая производительность; "
"В этой статье я расскажу о том как можно быстро написать кластерное приложение на базе Cartridge и запустить его из коробки.,Высокая производительность; Администрирование баз данных; "
"В преддверии встречи с Дмитрием Шароновским мы рассказали о том как вышли из опенсорса в ентерпрайз почему не было разделения между «физиками» и «лириками» а также о том почему разработчики не выпадали из коммуникационных процессов в стремительно растущей команде.,коммуникации; автоматизация; процессы разработки; автоматизация рутины; управление командой; управление продуктом; Управление разработкой; Управление персоналом; "
"В сегодняшнем обзоре я расскажу о том как мы тестируем библиотеку SQLite в Tarantool а также о том что мы делаем для того чтобы не допустить регрессий.,тестирование; распределенные системы; базы данных; компиляторы; Программирование; Системное программирование; "
"В сегодняшнем обзоре я расскажу о том как устроены очереди зачем они нужны и как их избежать.,очередь сообщений; очереди; субд; Высокая производительность; Анализ и проектирование систем; Клиентская оптимизация; "
"В преддверии сдачи проекта заказчику я рассказал о том как я встретил grafonnet почему мы выбрали этот инструмент для настройки мониторинга а также о проблемах с которыми мы столкнулись при написании дашборда для Prometheus.,"
"В сегодняшнем обзоре я расскажу о том как написать приложение которое будет ставить метки на карте за 4 миллисекунды.,"
"Российский ритейлер «Магнит» запустил онлайн-сервис экспресс-доставки на Golang с помощью Tarantool Data Grid gRPC и облака Mail.ru Cloud Solutions.,распределенные системы; цифровизация; Хранение данных; "
"В этой статье мы поговорим о распределенных очередях сообщений в облаке Mail.ru их особенностях особенностях и различиях.,распределённая очередь; Облачные сервисы; "
"В сегодняшнем обзоре я расскажу о том как можно использовать Cartridge CLI для создания распределенных приложений.,Высокая производительность; Администрирование баз данных; "
"В последнее время я довольно часто сталкиваюсь с проблемами с астериском. В частности я сталкиваюсь с тем что астериск начинает течь под большим количеством пиров.,"
"В этой статье я расскажу как построить систему аутентификации на основе Java и Tarantool Cartridge.,аутентификация; аутентификация пользователей; "
"В сегодняшнем обзоре я расскажу о том почему мне не подошел Яндекс.Танк в связке с Pandora и как я в три раза сжал код своей утилиты тестирования без потери производительности.,Яндекс.Танк; "
"В сегодняшнем обзоре я расскажу о том как можно взять лучшее от в-memory и как не жертвовать достоинствами дисковых реляционных систем.,Высокая производительность; Администрирование баз данных; "
"В сегодняшнем обзоре я расскажу о том как кодогенерация позволяет ускорить работу алгоритма и сделать его более гибким.,кодогенерация; Алгоритмы; "
"Киберпанк 2077 уже наступил. Уровень развития технологий — это почти полное воплощение в реальность мечтаний писателей-фантастов. Умные устройства «интеллектуальная» среда обитания автоматизация ручного труда и управление техникой сквозь время и пространство.,Умный дом; Интернет вещей; "
"В сегодняшнем обзоре я расскажу о том что такое БД в памяти зачем нужны решения в памяти и как они решают задачи в архитектуре Redis и Tarantool.,Администрирование баз данных; "
"Привет! Хочу поделиться концептом системы единиц измерения с полной типобезопасностью хорошей производительностью и полной расширяемостью. У нас нет длин дистанций времени массы площади и т. д. Но у каждой ЕИ есть базовая ЕИ и значение. Для простоты я буду брать СИ как базовые ЕИ.,единицы измерения; Программирование; "
"Российский разработчик программного обеспечения.NET и платформы.NET Луис Кинтанилья и Джейми Синглтон проведут ежемесячную серию курсов для начинающих по F#.,Программирование; "
"В сегодняшнем обзоре мы рассмотрим новый пакет библиотеки символьной алгебры AngouriMath который был выпущен на платформе.NET с конца 2019 года. Теперь давайте посмотрим на результат работы команды проекта за 4 месяца.,Математика; "
"В сегодняшнем посте я расскажу о том как писать программы на языке Python а также о том что можно делать с «данными».,функциональное программирование; функциональная парадигма; программирование; читальный зал; Программирование; Функциональное программирование; "
"В сегодняшнем посте я расскажу о том как Python позволяет имплементировать архитектурный шаблон «функциональное ядро - императивная оболочка» в котором функциональный код концентрируется внутри а императивный код выносится наружу в попытке свести на нет недостатки каждого из них.,функции; функциональное программирование; конвейер; программирование; Программирование; Функциональное программирование; "
"В сегодняшнем обзоре я расскажу о том как я научился программировать на F#.,языки программирования; Программирование; "
"На этой неделе я расскажу об обновлении библиотеки символьной алгебры AngouriMath которая позволяет упрощать выражения решения уравнений и вывод латеха.,обновление; Алгоритмы; Математика; "
"В сегодняшнем обзоре я расскажу вам о том как создать интерактивный notebook который будет считать метрики для оценки эффективности средств физической охраны.,"
"В преддверии написания вводного поста о том как перевести F# в C# я хотел бы спросить у читателей о том можно ли закрыть этот недостаток в синтаксисе языка.,"
"В сегодняшнем обзоре я расскажу об одном из самых интересных прикладных проектов в мире - проекте под названием SAFe. В проекте используется идиоматический фреймворк над Giraffe который в свою очередь функциональная обертка над Asp.net.,"
"В сегодняшнем обзоре я расскажу о том как сделать удобный вывод класса Entity из библиотеки символьной алгебры для.NET.,Математика; "
"В этом посте я расскажу о том почему асинхронная модель F# не работает в C#.,перевод; асинхронность; Программирование; "
"На прошлой неделе мы выпустили.NET 5.0 Preview 6. Версия содержит небольшой набор новых функций и улучшений производительности. Мы ожидаем что релиз будет полнофункциональным с Preview 8.,Программирование; "
"Спустя полтора года после написания статьи про сообщество F# разработчиков я встретил самое дружелюбное и живое сообщество разработчиков из всех с кем общался. Мне кажется что люди выбирают не умом а сердцем.,мы обречены; Интервью; "
"Операция выравнивания гистограмм (увеличение контраста) часто используется для увеличения качества изображения. В рамках этой статьи мы рассмотрим алгоритм который уже встроен в библиотеку OpenCV.,Алгоритмы; "
"В этой статье я рассмотрю основные операции математической морфологии в контексте алгоритма F# который может быть использован в алгоритмах машинного зрения.,Алгоритмы; Функциональное программирование; "
"Поиск и маркировка связных компонентов в бинарных изображениях — один из базовых алгоритмов анализа и обработки изображений который может быть использован в машинной зрении для поиска и подсчета единых структур в изображении с последующих их анализом.,Алгоритмы; Функциональное программирование; "
"В сегодняшнем материале мы рассмотрим математическую теорию матриц и рассмотрим как ее можно реализовать в программном языке F#.,Функциональное программирование; "
"В ноябре мы анонсировали поодержку.NET для Jupyter notebooks с доступностью C# и F#. Сегодня мы рады объявить о выпуске Preview 2.NET Notebook. В этой статье вы можете найти все основные новые функции этого выпуска.,Программирование; "
"В этой статье мы рассмотрим последние изменения в документации по.NET за январь 2020 года.,"
"В сегодняшнем обзоре я расскажу о том как устроена одна из самых популярных систем мониторинга в мире - система Datadog.,мониторинг; система мониторинга; мониторинг приложений; мониторинг сервисов; интеграция; дашборд; метрики; графики; Анализ и проектирование систем; "
"В сегодняшнем обзоре «Информационная безопасность в современном мире» мы рассмотрим основные понятия информационной безопасности а также рассмотрим способы защиты конечных устройств от атак нулевого дня.,информационная безопасность; Информационная безопасность; Облачные сервисы; "
"В сегодняшнем обзоре мы рассмотрим различные прикладные приемы работы с Microsoft Power Platform. В частности речь пойдет о обновлении элемента источника данных обработке массива или табличных данных.,Облачные сервисы; "
"С началом эпохи цифровизации бизнес-процессов сотрудники организаций не имеющие образования в сфере ИТ сталкиваются с трудностями при изъяснении необходимой информации ИТ-специалистам касательно требований поставленных задач. Также и программисты сталкиваются с подобной проблемой не имея достаточных познаний в бизнес-процессах. В подобных ситуациях к нам на помощь приходят low code-инструменты.,Облачные сервисы; "
"В преддверии глобального экономического кризиса компания FF Cargo Services специализирующаяся на грузовых авиаперевозках рассказала о том как она использовала кризис в отрасли чтобы на 100% уйти в облака и создать новый b2b-сервис.,Удалённая работа; "
"una Оче Очередной день рождения,онлайн-образование; тренинги; вебинары; Лайфхаки для гиков; "
"В этой статье я хочу поделиться личным опытом бесплатной сдачи экзамена Microsoft AI-900. Надеюсь мои советы сделают экзаменационный процесс более приятным (особенно если это ваша первая сертификация).,сертификация; искусственный интеллект; машинное обучение; Машинное обучение; Облачные сервисы; "
"В сегодняшнем обзоре я расскажу о том как использовать облачное хранилище Microsoft Azure для миграции больших объемов данных в BI-систему компании «КОРУС Консалтинг».,миграция; "
"В Москве пройдет ежегодная онлайн-конференция посвященная теме гибридных технологий и интеграции облачных сервисов в локальную инфраструктуру компании. В этом году на мероприятии вы узнаете о современных тенденциях гибридной технологий и ее прикладном применении в построении индустриальных решений в компаниях.,Конференции; Облачные сервисы; "
"В сегодняшнем обзоре мы рассмотрим одну из самых популярных платформ для разработки приложений для электронной коммерции — Low code development. В этом обзоре мы постарались найти золотую середину и сделать Low code одним из способов ускорения разработки интеграций для нашей платформы электронной коммерации Virto Commerce.,Программирование; "
"В сегодняшнем обзоре я расскажу о том как обновлять большие объемы данных в облачной среде Microsoft Azure с помощью WebDav.,"
"«День виртуального обучения Microsoft Azure: основы» пройдет в Москве с 13 по 14 декабря 2021 года. В рамках этого мероприятия вы узнаете как: начать работать с Azure;  интегрировать Azure с существующими сетями;  улучшить понимание ключевых облачных концепций и основных сервисов включая ценообразование поддержку и безопасность в облаке.,вебинар; обучение; Облачные вычисления; Облачные сервисы; "
"В сегодняшнем обзоре мы рассмотрим какие инструменты можно использовать в Microsoft Azure для автоматизации небумажной работы.,"
"В преддверии очередного обновления СУБД PostgreSQL 14 которое было официально выпущено 30 сентября 2021 года мы рассказали о том почему наша база данных не работает в соответствии с архитектурой active-active а также о том что мы не знаем как делать реплики для чтения.,масштабирование; Облачные сервисы; "
"В Москве пройдет ежегодная онлайн-конференция посвященная теме гибридных технологий и интеграции облачных сервисов в локальную инфраструктуру компании. В этом году на мероприятии вы узнаете о современных тенденциях гибридной инфраструктуры облачной платформы Microsoft Azure и ее прикладном применении в построении индустриальных решений в компаниях.,конференция; Облачные вычисления; Конференции; Облачные сервисы; "
"Microsoft представила более 90 новых сервисов и обновлений для гибридной работы цифровой трансформации бизнес-процессов и обеспечения сквозной кибербезопасности а также инновации в области развития метавселенной.,анонсы; 2021; Конференции; Удалённая работа; "
"На мероприятии «Microsoft Azure Virtual Training Day: основы ИИ» который пройдет 9 ноября в Москве вы сможете получить общее представление о том что такое ИИ и узнать как начать работу с ИИ в Azure.,вебинар; ии; Машинное обучение; Искусственный интеллект; "
"В сегодняшнем обзоре я расскажу о том что такое Low-Code / No-Code и о том как это работает в мире IT.,Облачные сервисы; "
"В преддверии очередного проекта на котором я работал я рассказал о том как я дорабатываю эндпоинт который должен возвращать огромную Json-нину которая весит в районе 30 мб.,"
"В Москве пройдет крупное российское онлайн-мероприятие для разработчиков от Microsoft в России: Day of the DEVs. 12 октября систематизируем знания в 5 основных направлениях: Hybrid / Multi cloud Security OSS Data&AI для приложений Продуктивность разработчиков Ну а сегодня делимся расписанием мероприятия со всеми темами по трекам.,конференция; Информационная безопасность; Программирование; Конференции; "
"В сегодняшнем обзоре мы рассмотрим различные прикладные приемы работы с Microsoft Power Platform. В частности речь пойдет о обновлении элемента источника данных обработке массива или табличных данных.,Облачные сервисы; "
"С началом эпохи цифровизации бизнес-процессов сотрудники организаций не имеющие образования в сфере ИТ сталкиваются с трудностями при изъяснении необходимой информации ИТ-специалистам касательно требований поставленных задач. Также и программисты сталкиваются с подобной проблемой не имея достаточных познаний в бизнес-процессах. В подобных ситуациях к нам на помощь приходят low code-инструменты.,Облачные сервисы; "
"В преддверии глобального экономического кризиса компания FF Cargo Services специализирующаяся на грузовых авиаперевозках рассказала о том как она использовала кризис в отрасли чтобы на 100% уйти в облака и создать новый b2b-сервис.,Удалённая работа; "
"В сегодняшнем обзоре я расскажу о том как правильно встроить в CRM возможность создания отчетов в Excel.,Программирование; "
"В преддверии нового десятилетия в мире гибридной работы Microsoft выпустила новую платформу для совместной работы Microsoft Teams которая будет интегрирована в ваш повседневный рабочий процесс. На конференции Ignite мы представляем новые захватывающие приложения и возможности которые через год будут так же интегрированы в ваш повседневной рабочий процесс как и Teams сегодня.,Удалённая работа; "
"Microsoft представила более 90 новых сервисов и обновлений для гибридной работы цифровой трансформации бизнес-процессов и обеспечения сквозной кибербезопасности а также инновации в области развития метавселенной.,анонсы; 2021; Конференции; Удалённая работа; "
"В сегодняшнем обзоре я расскажу о том что такое Low-Code / No-Code и о том как это работает в мире IT.,Облачные сервисы; "
"В сегодняшнем обзоре мы рассмотрим несколько интересных технологий которые можно реализовать на базе сервиса Microsoft Power Automate Desktop который является одним из самых популярных направлений автоматизации процессов.,Облачные сервисы; "
"На мероприятии «День виртуального обучения Microsoft 365: организация удаленной работы с помощью Microsoft Teams» вы узнаете как обеспечить удаленных сотрудников инструментами ресурсами и решениями которые необходимы им чтобы оставаться на связи и сохранять продуктивность.,вебинар; удаленная работа; Конференции; Удалённая работа; "
"Microsoft не планирует добавлять совместимость с.NET Core/5+ поэтому в этой статье мы рассмотрим как создавать документы Word с помощью Open XML SDK. Введение Office Open XML также известный как OpenXML или OOXML представляет собой формат на основе XML для офисных документов включая текстовые документы электронные таблицы презентации а также диаграммы фигуры и другой графический материал.,Программирование; "
"В сегодняшнем обзоре мы поговорим о том как компания Европлан меняет «порог входа» на платформу Microsoft 365 и как это влияет на демократизацию HR-процессов в компании.,"
"В сегодняшнем обзоре я расскажу о том как можно автоматизировать бизнес-процессы с помощью инструментов Microsoft Power Platform.,лоу-код; Облачные сервисы; "
"В сегодняшнем обзоре я расскажу о том как настроить репортинг Microsoft 365 Message Center в Telegram канал используя Azure Automation.,"
"В сегодняшнем обзоре я расскажу о том как с помощью Excel пары формул и самописных функций на VBA можно реализовать алгоритм отправляющий любое необходимое количество REST-API запросов с использованием авторизации Bearer Token.,Высокая производительность; Интернет вещей; "
"В сегодняшнем обзоре я расскажу о том как создать бота для оперативного сбора информации об инцидентах и подозрительных событиях.,управление инцидентами; боты; повышение осведомленности; Информационная безопасность; "
"В сегодняшнем обзоре мы рассмотрим один из самых популярных в мире искусственного интеллекта (ИИ) — Microsoft AI Builder.,Облачные сервисы; "
"Microsoft представила новые технологии сервисы и партнерские программы на конференции Microsoft Inspire 2021. Партнеры компании получат эффективные инструменты чтобы в новых условиях способствовать цифровой трансформации различных отраслей бизнеса и обеспечивать безопасность клиентов.,конференция; Конференции; "
"В преддверии летнего перерыва мы подготовили два тренинга для тех кто работает с Microsoft 365. Первый из них называется «настройка удаленной работы с Microsoft Teams» а второй – «Построение интеграции и рабочих процессов Microsoft Teams».,вебинар; Системное администрирование; Удалённая работа; "
"В рамках проекта Link.One мы решили собрать MVP быстро дешево и на Power Platform. На этом стыке размышлений аналитика и инженерного сольфеджирования и возникла идея проекта который позволит оцифровать все внутренние взаимодействия и даст нам пищу для размышления относительно того где же скапливается незавершённое производство и сколько нам эти простои по факту стоят.,Анализ и проектирование систем; Управление продуктом; Будущее здесь; "
"Microsoft представила новые компоненты для гибридной рабочей среды – Fluid-компоненты в чатах для совместной работы в режиме реального времени которые можно редактировать и обмениваться ими в приложениях Teams OneNote Outlook и Whiteboard. Они позволят пользователям быстро продолжить работу в перерывах между звонками.,обновления; Бизнес-модели; Конференции; Удалённая работа; "
"В преддверии юбилея Creative Commons один из основателей компании Лоуренс Лессиг рассказал о том что 20 лет назад весь мир спорил о двух переменах. Технологии дали возможность делиться контентом в больших масштабах но законы были изменены так чтобы всё больше контролировать доступ к контенту и его распространение.,Открытые данные; Копирайт; "
"Некоммерческая организация Creative Commons единогласно приняла Рекомендацию ЮНЕСКО по открытой науке. Этот документ является важным шагом на пути к созданию мира в котором обмен научными данными изначально будет открытым и инклюзивным. Для повсеместной успешной реализации потребуется чтобы правительства стран дали приоритет этой работе установили партнерские отношения с международными неправительственными организациями и другими заинтересованными сторонами работающими над созданием мира где открытый доступ к знаниям является одним из основных прав человека.,ЮНЕСКО; открытая наука; наука; копирайт; авторское право; открытый доступ к знаниям; Открытые данные; Копирайт; "
"В сегодняшнем обзоре я расскажу о том как заполучить полную официальную адресную базу России.,открытые данные; гис; геоинформационные сервисы; фиас; гар; Геоинформационные сервисы; Открытые данные; "
"Российский исследователь человеческого капитала Андреа Дерлер возглавит группу Visier по исследованиям и потребительской ценности. Она будет отвечать за извлечение информации из нашей базы данных содержащей более 12 миллионов анонимных записей о сотрудниках которые будут использоваться в отчетах о содержании результатах исследований.,управление персоналом; аналитика; данные; бизнес-модель; будущее здесь; оптимизация трудозатрат; высокая производительность; Высокая производительность; Открытые данные; Управление персоналом; Бизнес-модели; Будущее здесь; "
